Artist,Nationality,Gender,BeginDate,EndDate,Museum,Ethnicity,SmallMuseum,Race
Samson Flexor,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Samuel Amsler,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Samuel Butler,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Samuel Chamberlain,American,Male,1895.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Samuel Colman,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Samuel F. B. Morse,Unknown,Male,Unknown,Unknown,High Museum of Art,Unknown,No,White
Samuel Finley Breese Morse,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Samuel Gray,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Samuel Howett,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Samuel Howitt,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Samuel Johnson,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Unknown
Samuel Johnson Woolf,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Samuel King,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Samuel L. Margolies,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Samuel Lancaster Gerry,Unknown,Male,Unknown,Unknown,High Museum of Art,Unknown,No,White
Samuel Lane,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Samuel Maitin,American,Male,1928.0,2004.0,Museum of Modern Art,Unknown,No,Unknown
Samuel Malkin,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Samuel Manning,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Samuel Masury,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Samuel Mockbee,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Samuel Okey,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Samuel Owen,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Samuel Palmer,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Samuel R. Woolley,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Samuel Richards,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Samuel Robert,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Samuel Shelley,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Samuel Szczekacz,Polish,Male,1917.0,1983.0,Museum of Modern Art,Unknown,No,Unknown
Samuel Tingley,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,Unknown
Samuel Valentine Hunt,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Samuel Vernon,Unknown,Unknown,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Unknown
Samuel Wallin,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Samuel Williams,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Samuel Wilmott,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,Unknown
Samuel Yates,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,Unknown
Samuel van Hoogstraten,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Samuil Adlivankin,Russian,Male,1897.0,1966.0,Museum of Modern Art,Unknown,No,Unknown
San Martino Marco,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Sandeep Mukherjee,American,Male,1964.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandi Fellman,American,Female,1952.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandi Haber Fifield,American,Female,1956.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandi Slone,American,Female,1939.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandile Goje,South African,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Sandra Blow,British,Female,1925.0,2006.0,Museum of Modern Art,Unknown,No,Unknown
Sandra Cinto,Brazilian,Female,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Sandra Gamarra,Peruvian,Female,1972.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandra Llano-Mejia,Colombian,Female,1951.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandra Mujinga,Norwegian,Female,1989.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandra Newbury,Unknown,Female,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Sandra Payne,American,Female,1951.0,2021.0,Museum of Modern Art,Unknown,No,Unknown
Sandra Ramos,Cuban,Female,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Sandra Semchuk,Canadian,Female,1948.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandra VA!squez de la Horra,Unknown,Female,Unknown,Unknown,Rhode Island School of Design Museum,Hispanic,No,Unknown
Sandra Victorino,Unknown,Female,Unknown,Unknown,Dallas Museum of Art,Other,No,Unknown
Sandra Vásquez de la Horra,Chilean,Female,1967.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandra Weiner,Unknown,Female,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Sandria Hu,Unknown,Female,Unknown,Unknown,Dallas Museum of Art,Unknown,No,Unknown
Sandrine Pelletier,Swiss,Female,1976.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandro Fazini,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandro Oramas,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Hispanic,No,Unknown
Sandu Darie,Cuban,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Sandy Gellis,Unknown,Female,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,White
Sandy Hume,American,Male,1946.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sandy Skoglund,Unknown,Female,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Sandys Frederick Augustus,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Sanford Biggers,American,Male,1970.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sanford Redmond,American,Male,1924.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sanford Robinson Gifford,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Sang-Ah Choi,Korean,Female,1971.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sanja Iveković,Croatian,Female,1949.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sanjeev Saith,Indian,Male,1958.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sanlé Sory,Burkinabé,Male,1943.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sanne Sannes,Dutch,Male,1937.0,1967.0,Museum of Modern Art,Unknown,No,Unknown
Sano di Pietro,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Santana,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Santana Melchor,Unknown,Female,Unknown,Unknown,Denver Art Museum,Unknown,No,Unknown
Sante Graziani,American,Male,1920.0,2005.0,Museum of Modern Art,Unknown,No,Unknown
Santi di Tito,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Santiago Calatrava,Spanish,Male,1951.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Santiago Cucullu,Argentine,Male,1969.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Santiago Cárdenas,Colombian,Male,1937.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Santiago HernA!ndez,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Unknown
Santiago Pol,Venezuelan,Male,1946.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Santos Chávez,Chilean,Male,1934.0,2001.0,Museum of Modern Art,Unknown,No,Unknown
Santvoort Abraham Dircks,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Sara Cwynar,Canadian,Female,1985.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sara Diamond,American,Female,1954.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sara Facio,Argentine,Female,1932.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sara Radstone ,Unknown,Unknown,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Sara Seagull,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sara Sosnowy,American,Female,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sarah Anne Johnson,Canadian,Female,Unknown,Unknown,The Phillips Collection,Unknown,Yes,Unknown
Sarah Berman,American,Female,1895.0,1957.0,Museum of Modern Art,Unknown,No,Unknown
Sarah Bourgeois,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
Sarah Cain,Unknown,Female,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Sarah Charlesworth,American,Female,1947.0,2013.0,Museum of Modern Art,Unknown,No,Unknown
Sarah Crowner,American,Female,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Unknown
Sarah Grilo,Argentine,Female,1919.0,2007.0,Museum of Modern Art,Unknown,No,Unknown
Sarah Hayes ,Unknown,Female,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Sarah Morris,American,Female,1967.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sarah Ortmeyer,German,Female,1980.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sarah Peters,Unknown,Female,Unknown,Unknown,Yale University Art Gallery,Unknown,No,Unknown
Sarah Rossiter,Unknown,Female,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Sarah Stolfa,Unknown,Female,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Sarah W. Tutt ,Unknown,Female,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Sarah Walker,American,Female,1963.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sarai Sherman,American,Female,1922.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sargent & Co.,American,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sari Dienes,American,Female,1898.0,1992.0,Museum of Modern Art,Unknown,No,Unknown
Sarina Bromberg,Unknown,Female,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Sarkis (Sarkis Zabunyan),French,Male,1938.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sarkis Katchadourian,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,Unknown
Sarni Pootoogook,Unknown,Female,Unknown,Unknown,Rhode Island School of Design Museum,Other,No,Unknown
Sascha Brastoff,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Sasgen Peter,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Sasha Gordon,Korean,Female,Unknown,Unknown,Hammer Museum,Unknown,Yes,Unknown
Sasha Stone,American,Male,1895.0,1940.0,Museum of Modern Art,Unknown,No,Unknown
Satish Gujral,Indian,Male,1925.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sato Koji,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Asian
Satoru Abe,Unknown,Male,Unknown,Unknown,Whitney Museum of American Art,Other,No,Unknown
Satoshi Ono,Japanese,Male,1977.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Saul Baizerman,Unknown,Male,Unknown,Unknown,Whitney Museum of American Art,Unknown,No,Unknown
Saul Berman,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Saul Kovner,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Saul Leiter,American,Male,1923.0,2013.0,Museum of Modern Art,Unknown,No,Unknown
Saul Steinberg ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Saunders George Lethbridge,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Save The Press Campaign,Unknown,Unknown,1988.0,1990.0,Museum of Modern Art,Unknown,No,Unknown
Savely Sorine,Russian,Male,1887.0,1953.0,Museum of Modern Art,Unknown,No,Unknown
Savery Rebecca Scattergood,Unknown,Female,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Sawa Sekkyo,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,Asian
Sawada Tetsuro,Japanese,Male,1933.0,1998.0,Museum of Modern Art,Unknown,No,Unknown
Saša Janez Mächtig,Slovenian,Male,1941.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Scandinavian 17th Century,Unknown,Unknown,Unknown,Unknown,National Gallery of Art,Unknown,No,Unknown
Schaepkens Alexander,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schelte Adams Bolswert,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,White
Schenau (born Johann Eleazar Zeissig) Johann Eleazar,Unknown,Unknown,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Scherner Eduard,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Scheyndel Gillis van,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schiaminossi Raffaello,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schifano Mario,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schilli Maier,American,Male,1922.0,1989.0,Museum of Modern Art,Unknown,No,Unknown
Schleich Anton,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schlesinger Henri-Guillaume,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schlomo Koren,Israeli,Male,1932.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Schmidt Mathias,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schmolze Carl Hermann,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schneck,American,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Schoeller Textil AG,Swiss,Unknown,1868.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Schofield Walter Elmer,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Scholt I.,Unknown,Unknown,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Schreckeisen Peter,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Schuech Anton,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Schulz Wilhelm,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Scipione Del Campo,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Scoles (?),Unknown,Unknown,Unknown,Unknown,Yale University Art Gallery,Unknown,No,Unknown
Scoli Acosta,American,Male,1973.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Scott Barber,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Scott Bennett,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Scott Brickajlik,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Scott Burton,American,Male,1939.0,1989.0,Museum of Modern Art,Unknown,No,Unknown
Scott Christensen,American,Male,1964.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Scott Engel,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Scott Fraser,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,White
Scott Griesbach,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Scott Hyde,American,Male,1926.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Scott McFarland,Canadian,Male,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Scott Moulton,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Scott Myles,Scottish,Male,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Scott Riegleman,American,Male,1957.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Scott Samuel,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Scottie Wilson,Scottish,Male,1889.0,1972.0,Museum of Modern Art,Unknown,No,Unknown
Scowen Charles T.,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Unknown
Sean Canty,American,Male,1987.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sean McFarland,Unknown,Male,Unknown,Unknown,San Francisco Museum of Modern Art,Unknown,No,White
Sean Mellyn,American,Male,1965.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sean Scully,Unknown,Male,Unknown,Unknown,The Phillips Collection,Irish-American,Yes,Unknown
Sean Snyder,American,Male,1972.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sears Gallagher,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,Unknown
Seb Patane,Italian,Male,1970.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sebald Beham,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
SebastiA?o Salgado,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Hispanic,No,Unknown
Sebastiaan Bremer,Dutch,Male,1970.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sebastian Bergne,British,Male,1966.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sebastian Black,American,Male,1985.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sebastian Lopez de Arteaga,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,Unknown
Sebastian Marchal,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sebastian Pether,Unknown,Male,Unknown,Unknown,Nelson-Atkins Museum of Art,Unknown,No,White
Sebastian Rodriguez,Peruvian,Male,1896.0,1968.0,Museum of Modern Art,Unknown,No,Unknown
Sebastian Salcedo,Unknown,Male,Unknown,Unknown,Denver Art Museum,Hispanic,No,Unknown
Sebastian Schroder,German,Male,1961.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sebastian de Herrera-Barnuevo,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Hispanic,No,Unknown
Sebastian de Mena,Unknown,Male,Unknown,Unknown,Denver Art Museum,Unknown,No,Unknown
Sebastiano Ricci,Unknown,Male,Unknown,Unknown,High Museum of Art,Unknown,No,White
Sebastiano Ricci ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,White
Sebastiano de Valentinis,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,White
Sebastiao Salgado,Unknown,Male,Unknown,Unknown,Museum of Fine Art Boston,Hispanic,No,Unknown
Sebastien Igonet,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,White
Sebastien Vrancz,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Sebastião Salgado,Brazilian,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Seena Donneson,American,Female,1924.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seher Shah,Pakistani,Female,1975.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seibertz Engelbrecht,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Seifu Yohei III,Unknown,Male,Unknown,Unknown,Detroit Institute of Arts,Unknown,No,Asian
Seiji Chokai,Japanese,Male,1902.0,1972.0,Museum of Modern Art,Unknown,No,Unknown
Seike Tomio,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,Asian
Seikino Junichiro,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seitaro Kuroda,Japanese,Male,1939.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sejla Kameric,Bosnian,Female,1976.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sekien Toriyama,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,Asian
Sekisai Kuniyasu ,Unknown,Unknown,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Asian
Sempan Maekawa,Japanese,Male,1888.0,1960.0,Museum of Modern Art,Unknown,No,Unknown
Semyon Fridlyand,Russian,Male,1905.0,1964.0,Museum of Modern Art,Unknown,No,Unknown
Seneca Glass Co.,American,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seneca Ray Stoddard,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Unknown,No,White
Senga Nengudi,American,Female,1943.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Senghor Reid,Unknown,Male,Unknown,Unknown,N'Namdi Contemporary Fine Art,African-American,Yes,Unknown
Sensai Eitaku,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Asian
Senzeni Marasela,South African,Female,Unknown,Unknown,Museum of Modern Art,Unknown,No,Unknown
Senzo Yoshioka,Japanese,Male,1916.0,2005.0,Museum of Modern Art,Unknown,No,Unknown
Seong Cheol Kim,South Korean,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Unknown
Seoungho Cho,Korean,Male,1959.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sephen Arboite,Unknown,Male,Unknown,Unknown,N'Namdi Contemporary Fine Art,Haitian,Yes,Unknown
Serafina Tafoya,Unknown,Female,Unknown,Unknown,Nelson-Atkins Museum of Art,Other,No,Unknown
Seraphin Vernier,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Sereno Edwards Todd,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,White
Serge (Comte Serge Jastrebzoff) Férat,French,Male,1881.0,1958.0,Museum of Modern Art,Unknown,No,Unknown
Serge Brignoni,Swiss,Male,1903.0,2002.0,Museum of Modern Art,Unknown,No,Unknown
Serge Charchoune,Russian,Male,1888.0,1975.0,Museum of Modern Art,Unknown,No,Unknown
Serge Chermayeff,British,Male,1900.0,1996.0,Museum of Modern Art,Unknown,No,Unknown
Serge Lozingot,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Unknown,No,Unknown
Serge Mouille,French,Male,1922.0,1988.0,Museum of Modern Art,Unknown,No,Unknown
Serge Oldenbourg,French,Male,1927.0,2000.0,Museum of Modern Art,Unknown,No,Unknown
Serge Poliakoff,French,Male,1900.0,1969.0,Museum of Modern Art,Unknown,No,Unknown
Serge Rezvani,French,Male,1928.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Serge Spitzer,American,Male,1951.0,2012.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Andrievskiy,Unknown,Male,Unknown,Unknown,Museum of Modern Art,Unknown,No,White
Sergei Bobrov,Russian,Male,1889.0,1971.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Chekhonin,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Eisenstein,Russian,Male,1898.0,1948.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Gitman,Russian,Male,1944.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Makletsov,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Podgaevskii,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Poliakov,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Senkin,Russian,Male,1894.0,1963.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Soudeikine,Russian,Male,1882.0,1946.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Sudeikin,Unknown,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Tcherepnin,American,Unknown,1981.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergei Vasilevich Tchekonine,Russian,Male,1879.0,1936.0,Museum of Modern Art,Unknown,No,Unknown
Sergio Dangelo,Italian,Male,1931.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Sergio Gonzalez-Tornero,Chilean,Male,1927.0,2020.0,Museum of Modern Art,Unknown,No,Unknown
Sergio Larrain,Chilean,Male,1931.0,2012.0,Museum of Modern Art,Unknown,No,Unknown
Sergio Leone,Italian,Male,1929.0,1989.0,Museum of Modern Art,Unknown,No,Unknown
Sergio Sergi,Unknown,Male,Unknown,Unknown,Rhode Island School of Design Museum,Hispanic,No,Unknown
Sergio de Camargo,Unknown,Male,Unknown,Unknown,Dallas Museum of Art,Hispanic,No,Unknown
Sergius Ruegenberg,German,Male,1903.0,1996.0,Museum of Modern Art,Unknown,No,Unknown
Serhii Borovyi,Unknown,Unknown,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Serrurier-Bovy Gustave,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Serz Johann Georg,Unknown,Unknown,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,White
Sessh? T?y?,Unknown,Male,Unknown,Unknown,"Metropolitan Museum of Art, New York, NY",Unknown,No,Asian
Seth Eastman,Unknown,Male,Unknown,Unknown,Yale University Art Gallery,Unknown,No,White
Seth Papac,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Seth Price,American,Male,1973.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seth Tobocman,American,Male,1958.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seth Wells Cheney,Unknown,Male,Unknown,Unknown,National Gallery of Art,Unknown,No,White
Setsuko Asakura,Japanese,Male,0.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seung H-Sang,Korean,Male,1952.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Severo da Ravenna,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,White
Sewell Sillman,American,Male,1924.0,1992.0,Museum of Modern Art,Unknown,No,Unknown
Seydou Keïta,Malian,Male,1923.0,2001.0,Museum of Modern Art,Unknown,No,Unknown
Seymour Chwast,American,Male,1931.0,0.0,Museum of Modern Art,Unknown,No,Unknown
Seymour Jacobs,Unknown,Male,Unknown,Unknown,Museum of Fine Arts Houston,Unknown,No,White
Seymour Lipton,American,Male,1903.0,1986.0,Museum of Modern Art,Unknown,No,Unknown
Seymour Rosofsky,American,Male,1924.0,1981.0,Museum of Modern Art,Unknown,No,Unknown
Sh<U+014D>mosai Masamitsu ,Unknown,Male,Unknown,Unknown,Los Angeles County Museum of Art,Unknown,No,Asian
ShA>saku Arakawa,Unknown,Male,Unknown,Unknown,Art Institute of Chicago,Unknown,No,Asian
ShA?ami Shigeharu,Unknown,Unknown,Unknown,Unknown,Museum of Fine Art Boston,Unknown,No,Unknown
ShA?kA?sai Hanbei,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Asian
ShA?mura Ken,Unknown,Male,Unknown,Unknown,Philadelphia Museum of Art,Unknown,No,Asian
