,Artist,Classification,BeginDate,EndDate,Ethnicity,Museum,Gender,SmallMuseum,Nationality,Race,Decade
7735,Nicholas Africano,Painting,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
7736,Nicholas Bentley,Design,1907.0,1978.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1900.0
7737,Nicholas Dean,Photograph,1933.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
7738,Nicholas Felton,Design,1977.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1970.0
7739,Nicholas Galanin,Photograph,1979.0,0.0,Unknown,Museum of Modern Art,Male,No,Native American,Unknown,1970.0
7740,Nicholas Grimshaw,Architecture,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
7741,Nicholas Ház,Photograph,1883.0,1953.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
7742,Nicholas Krushenick,Painting,1929.0,1999.0,Unknown,Detroit Institute of Arts,Male,No,American,White,1920.0
7743,Nicholas Luttinger,Print,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
7744,Nicholas Nixon,Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
7747,Nicholas Sperakis,Print,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1940.0
7748,Nick Butler,Design,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
7749,Nick Cave,Print,1959.0,0.0,Unknown,High Museum of Art,Male,No,American,Unknown,1950.0
7750,Nick Mauss,Drawing,1980.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1980.0
7751,Nick Roericht,Design,1932.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1930.0
7752,Nick Schade,Design,1963.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
7753,Nick de Morgoli,Photograph,1916.0,2004.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1910.0
7754,Nickolas Muray,Photograph,1892.0,1965.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
7755,Nicola Costantino,Multiple,1964.0,0.0,Unknown,Museum of Modern Art,Female,No,Argentine,Unknown,1960.0
7756,Nicola López,Print,1975.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1970.0
7757,Nicola Tyson,Drawing,1960.0,0.0,Unknown,Denver Art Museum,Female,No,British,White,1960.0
7758,Nicolaas Warb (Sophie Warburg),Illustrated Book,1906.0,1957.0,Unknown,Museum of Modern Art,Female,No,Dutch,Unknown,1900.0
7759,Nicolai Cikovsky,Print,1894.0,1984.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
7760,Nicolas Calas,Print,1907.0,1988.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
7761,Nicolas Faure,Photograph,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1940.0
7762,Nicolas Garcia Uriburu,Print,1937.0,2016.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1930.0
7763,Nicolas Lampert,Print,1969.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
7764,Nicolas Party,Multiple,1980.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1980.0
7765,Nicolas Remisoff,Drawing,1884.0,1975.0,Unknown,Museum of Modern Art,Male,No,American,White,1880.0
7766,Nicolas Roope,Design,1972.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1970.0
7767,Nicolas Schöffer,Sculpture,1912.0,1992.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1910.0
7768,Nicolas Tucker,Photograph,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
7769,Nicolas de Staël,Painting,1914.0,1955.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1910.0
7770,Nicolau Vergueiro,Drawing,1977.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1970.0
7771,Nicole Eisenman,Drawing,1965.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1960.0
7772,Nicolás Paris,Print,1977.0,0.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1970.0
7773,Nicos Zographos,Design,1931.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
7774,Niele Toroni,Drawing,1937.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1930.0
7775,Niels Due Jensen,Design,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,Danish,Unknown,1940.0
7777,Niels Sylvester Bendtsen,Design,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,Danish,Unknown,1940.0
7778,Nigel Cooke,Drawing,1973.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1970.0
7779,Nigel Hall,Sculpture,1943.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1940.0
7781,Niki de Saint Phalle,Drawing,1930.0,2002.0,Unknown,Whitney Museum of American Art,Female,No,French,White,1930.0
7782,Niklaus Stoecklin,Design,1896.0,1982.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1890.0
7783,Niklaus Troxler,Design,1947.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1940.0
7784,Niko Kralj,Design,1920.0,2013.0,Unknown,Museum of Modern Art,Male,No,Slovenian,Unknown,1920.0
7787,Nikolai Aseyev,Illustrated Book,1889.0,1963.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1880.0
7789,Nikolai Dolgorukov,Print,1902.0,1980.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
7790,Nikolai Gritsouk,Drawing,1922.0,1976.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1920.0
7792,Nikolai Kul'bin,Illustrated Book,1868.0,1917.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1860.0
7796,Nikolai Prusakov,Design,1900.0,1952.0,Unknown,Museum of Modern Art,Male,No,Russian,White,1900.0
7798,Nikolai Sedelnikov,Print,1905.0,1994.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
7799,Nikolai Sokolov,Illustrated Book,1903.0,2000.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1900.0
7800,Nikolai Suetin,Drawing,1897.0,1954.0,Unknown,Museum of Modern Art,Male,No,Russian,White,1890.0
7801,Nikolai Troshin,Illustrated Book,1897.0,1990.0,Unknown,Museum of Modern Art,Male,No,Russian,Unknown,1890.0
7803,Nikolay Diulgheroff,Design,1901.0,1982.0,Unknown,Museum of Modern Art,Male,No,Bulgarian,Unknown,1900.0
7804,Nikos Hadjikyriakos-Ghika,Print,1906.0,1994.0,Unknown,Museum of Modern Art,Male,No,Greek,Unknown,1900.0
7805,Nikos Stavroulakis,Print,1932.0,2017.0,Unknown,Museum of Modern Art,Male,No,Greek,Unknown,1930.0
7806,Nil Yalter,Video,1938.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Turkish,Unknown,1930.0
7807,Niles Spencer,Painting,1893.0,1952.0,Unknown,"Metropolitan Museum of Art, New York, NY",Male,No,American,White,1890.0
7808,Nils Landberg,Design,1907.0,1991.0,Unknown,Museum of Modern Art,Male,No,Swedish,Unknown,1900.0
7809,Nina Bovasso,Print,1965.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1960.0
7810,Nina Chanel Abney,Drawing,1982.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1980.0
7811,Nina Leen,Photograph,1909.0,1995.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1900.0
7812,Nina Lola Bachhuber,Drawing,1971.0,0.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1970.0
7813,Nina Tryggvadottir,Painting,1913.0,1968.0,Unknown,Museum of Modern Art,Female,No,Icelandic,Unknown,1910.0
7815,Niviaksiak,Print,1908.0,1959.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1900.0
7817,Noa Eshkol,Sculpture,1924.0,2007.0,Unknown,Museum of Modern Art,Female,No,Israeli,Unknown,1920.0
7819,Noah Davis,Painting,1983.0,2015.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1980.0
7821,Noah Purifoy,Sculpture,1917.0,2004.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
7823,Nobuaki Kojima,Sculpture,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1930.0
7824,Nobuhiro Kawanaka,Video,1941.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1940.0
7825,Nobuya Abe,Print,1913.0,1971.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1910.0
7826,Nobuyoshi Araki,Photograph,1940.0,0.0,Unknown,Yale University Art Gallery,Male,No,Japanese,Asian,1940.0
7827,Noel Zeller,Design,1936.0,2018.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
7828,Noemi Smilansky,Print,1918.0,2016.0,Unknown,Museum of Modern Art,Female,No,Israeli,Unknown,1910.0
7830,Nona Faustine,Photograph,1977.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1970.0
7831,Nono Reinhold,Print,1929.0,0.0,Unknown,Museum of Modern Art,Female,No,Dutch,Unknown,1920.0
7832,Nora Schultz,Sculpture,1975.0,0.0,Unknown,Museum of Modern Art,Female,No,German,Unknown,1970.0
7833,Nora Speyer,Drawing,1923.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
7834,Norah Borges de Torre,Drawing,1901.0,1998.0,Unknown,Museum of Modern Art,Female,No,Argentine,Unknown,1900.0
7835,Norbert Bisky,Drawing,1970.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1970.0
7836,Norbert Kricke,Sculpture,1922.0,1984.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
7837,Norbert Schwontkowski,Illustrated Book,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1940.0
7838,Norberto Onofrio,Print,1927.0,2014.0,Unknown,Museum of Modern Art,Unknown,No,Argentine,Unknown,1920.0
7839,Noriko Ambe,Illustrated Book,1967.0,0.0,Unknown,Museum of Modern Art,Female,No,Japanese,Unknown,1960.0
7840,Noriko Furunishi,Photograph,1966.0,0.0,Unknown,Museum of Modern Art,Female,No,Japanese,Unknown,1960.0
7841,Noritoshi Hirakawa,Print,1960.0,0.0,Unknown,Museum of Contemporary Art,Male,No,Japanese,Asian,1960.0
7842,Noriyuki Okuda,Video,1940.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1940.0
7843,Norma G. Morgan,Print,1928.0,2017.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1920.0
7845,Norman Bluhm,Drawing,1920.0,1999.0,Unknown,Museum of Contemporary Art,Male,No,American,White,1920.0
7847,Norman Cherner,Design,1920.0,0.0,Unknown,Denver Art Museum,Male,No,American,Unknown,1920.0
7848,Norman Cohn,Video,1946.0,0.0,Unknown,Museum of Modern Art,Male,No,Canadian,Unknown,1940.0
7849,Norman Foster,Design,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
7850,Norman Ives,Design,1923.0,1978.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
7851,Norman Lerner,Photograph,1927.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
7852,Norman Lewis,Drawing,1909.0,1979.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
7853,Norman Lundin,Drawing,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
7854,Norman M. Jeannero/Times World Wide Photos,Photograph,1889.0,1954.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1880.0
7855,Norman Stevens,Print,1937.0,1988.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1930.0
7856,Norman Teague,Design,1968.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
7857,Norman Zammitt,Sculpture,1931.0,2007.0,Unknown,San Francisco Museum of Modern Art,Male,No,American,White,1930.0
7858,North Safety Products Development and Manufacturing Team,Design,1973.0,0.0,Unknown,Museum of Modern Art,Unknown,No,American,Unknown,1970.0
7859,Not Vital,Print,1948.0,0.0,Unknown,Dallas Museum of Art,Male,No,Swiss,White,1940.0
7861,Noémi Raymond,Design,1889.0,1980.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1880.0
7863,Nye Ffarrabas (formerly Bici Forbes and Bici Forbes Hendricks),Multiple,1932.0,0.0,Unknown,Museum of Modern Art,Female,No,American,Unknown,1930.0
7867,O. Winston Link,Photograph,1914.0,2001.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
7870,ORLAN (Mirielle Suzanne Francette Porte),Photograph,1947.0,0.0,Unknown,Museum of Modern Art,Female,No,French,Unknown,1940.0
7874,Octave Landuyt,Painting,1922.0,0.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1920.0
7875,Oded Ezer,Design,1972.0,0.0,Unknown,Museum of Modern Art,Male,No,Israeli,Unknown,1970.0
7876,Odette des Garets,Illustrated Book,1891.0,0.0,Unknown,Museum of Modern Art,Female,No,French,Unknown,1890.0
7877,Odilon Redon,Print,1840.0,1916.0,Unknown,San Francisco Museum of Modern Art,Male,No,French,White,1840.0
7879,Okamura Kichiemon,Print,1916.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1910.0
7880,Olaf Breuning,Print,1970.0,0.0,Unknown,Rhode Island School of Design Museum,Male,No,Swiss,White,1970.0
7881,Olaf Martin Peder Væring,Photograph,1837.0,1906.0,Unknown,Museum of Modern Art,Male,No,Norwegian,Unknown,1830.0
7882,Olaf Nicolai,Multiple,1962.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1960.0
7883,Olaf Wegewitz,Illustrated Book,1949.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1940.0
7884,Olaf von Bohr,Design,1927.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1920.0
7885,Olafur Eliasson,Drawing,1967.0,0.0,Unknown,Museum of Modern Art,Male,No,Icelandic,Unknown,1960.0
7886,Olalekan Jeyifous,Architecture,1977.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1970.0
7887,Olav Christopher Jenssen,Drawing,1954.0,0.0,Unknown,Museum of Modern Art,Male,No,Norwegian,Unknown,1950.0
7888,Olav Westphalen,Drawing,1963.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1960.0
7889,Oldřich Menhart,Design,1897.0,1962.0,Unknown,Museum of Modern Art,Male,No,Czech,Unknown,1890.0
7892,Olga Costa,Print,1913.0,1993.0,Unknown,Museum of Modern Art,Female,No,Mexican,Unknown,1910.0
7893,Olga De Amaral,Design,1932.0,0.0,Unknown,Museum of Modern Art,Female,No,Colombian,Unknown,1930.0
7894,Olga Deineko,Illustrated Book,1897.0,1970.0,Unknown,Museum of Modern Art,Female,No,Russian,Unknown,1890.0
7895,Olga Rozanova,Illustrated Book,1886.0,1918.0,Unknown,Museum of Modern Art,Female,No,Russian,Unknown,1880.0
7896,Oli Sihvonen,Painting,1921.0,1991.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
7897,Olin Dows,Print,1904.0,1981.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
7899,Oliver Boberg,Photograph,1965.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1960.0
7900,Oliver Croy,Print,1970.0,0.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1970.0
7901,Oliver Gagliani,Photograph,1917.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
7902,Oliver Jackson,Painting,1935.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1930.0
7903,Oliver Michaels,Installation,1972.0,0.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1970.0
7904,Oliver Wasow,Photograph,1960.0,0.0,Unknown,Whitney Museum of American Art,Male,No,American,White,1960.0
7905,Olivia Parker,Photograph,1941.0,0.0,Unknown,Yale University Art Gallery,Female,No,American,Unknown,1940.0
7907,Olivier Mosset,Print,1944.0,0.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1940.0
7908,Olivier Mourgue,Design,1939.0,0.0,Unknown,Museum of Fine Arts Houston,Male,No,French,White,1930.0
7909,Olja Ivanjicki,Drawing,1931.0,2009.0,Unknown,Museum of Modern Art,Female,No,Serbian,Unknown,1930.0
7910,Olle Baertling,Sculpture,1911.0,1981.0,Unknown,Museum of Modern Art,Male,No,Swedish,Unknown,1910.0
7912,Olof Backman,Design,1899.0,0.0,Unknown,Museum of Modern Art,Male,No,Swedish,Unknown,1890.0
7913,Olof Backstrom,Design,1922.0,0.0,Unknown,Museum of Modern Art,Male,No,Finnish,Unknown,1920.0
7914,Olympe Aguado de las Marismas,Photograph,1827.0,1894.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1820.0
7915,Omar Carreño,Painting,1927.0,2013.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1920.0
7917,Omar Rayo,Print,1928.0,2010.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1920.0
7918,Omer Fast,Print,1972.0,0.0,Unknown,Museum of Modern Art,Male,No,Israeli,Unknown,1970.0
7919,On Kawara,Painting,1933.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Asian,1930.0
7920,Ono Takahiro,Photograph,1925.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Asian,1920.0
7921,Onofrio A. Pacenza,Painting,1904.0,1971.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1900.0
7924,Orly Genger,Print,1979.0,0.0,Unknown,Whitney Museum of American Art,Female,No,American,White,1970.0
7925,Oronzo Gasparo,Drawing,1903.0,1969.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
7927,Orrin Sage Wightman,Photograph,1873.0,1965.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
7928,Orson Welles,Work on Paper,1915.0,1985.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1910.0
7929,Orville Logan Snider,Photograph,1898.0,1962.0,Unknown,Museum of Modern Art,Male,No,American,White,1890.0
7930,Osamu Kanemura,Photograph,1964.0,0.0,Unknown,San Francisco Museum of Modern Art,Male,No,Japanese,Asian,1960.0
7932,Osamu Nagata,Video,1950.0,0.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1950.0
7933,Osamu Shiihara,Photograph,1905.0,1974.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1900.0
7934,Osawa Gakyū,Drawing,1890.0,1953.0,Unknown,Museum of Modern Art,Male,No,Japanese,Unknown,1890.0
7935,Oscar Bailey,Photograph,1925.0,2010.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1920.0
7936,Oscar Bluemner,Drawing,1867.0,1938.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1860.0
7937,Oscar Bony,Photograph,1941.0,2002.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1940.0
7938,Oscar Domínguez,Painting,1906.0,1957.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1900.0
7939,Oscar Eagle,Work on Paper,1861.0,1930.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1860.0
7940,Oscar G. Rejlander,Photograph,1813.0,1875.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1810.0
7941,Oscar Jaramillo,Print,1947.0,0.0,Unknown,Museum of Modern Art,Unknown,No,Colombian,Unknown,1940.0
7942,Oscar Jespers,Sculpture,1887.0,1970.0,Unknown,Museum of Modern Art,Male,No,Belgian,Unknown,1880.0
7943,Oscar Muñoz,Print,1951.0,0.0,Unknown,Museum of Modern Art,Male,No,Colombian,Unknown,1950.0
7945,Oscar Nitzchke,Architecture,1900.0,1991.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
7946,Oscar Tenreiro Degwitz,Architecture,1939.0,0.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1930.0
7947,Oscar Tuazon,Sculpture,1975.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1970.0
7949,Oskar Dalvit,Print,1911.0,1975.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1910.0
7950,Oskar Fischinger,Drawing,1900.0,1967.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1900.0
7951,Oskar Kogoj,Design,1942.0,0.0,Unknown,Museum of Modern Art,Male,No,Slovenian,Unknown,1940.0
7952,Oskar Kokoschka,Illustrated Book,1886.0,1980.0,Unknown,Nelson-Atkins Museum of Art,Male,No,Austrian,White,1880.0
7953,Oskar Laske,Print,1874.0,1951.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1870.0
7954,Oskar Nerlinger,Photograph,1893.0,1969.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1890.0
7955,Oskar Schlemmer,Print,1888.0,1943.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
7956,Oskar Strnad,Design,1879.0,1935.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1870.0
7957,Ossip Zadkine,Sculpture,1890.0,1967.0,Unknown,National Gallery of Art,Male,No,French,White,1890.0
7958,Osvaldo Borda,Drawing,1929.0,0.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1920.0
7959,Osvaldo Borsani,Design,1911.0,1985.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1910.0
7960,Osvaldo Peruzzi,Design,1907.0,2004.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1900.0
7961,Osvaldo Romberg,Drawing,1938.0,0.0,Unknown,Museum of Modern Art,Male,No,Argentine,Unknown,1930.0
7962,Oswald Haerdtl,Design,1899.0,1959.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1890.0
7964,Oswald Oberhuber,Print,1931.0,0.0,Unknown,Museum of Modern Art,Male,No,Italian,Unknown,1930.0
7965,Oswald Tschirtner,Print,1920.0,2007.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1920.0
7966,Oswaldo Guayasamín,Print,1919.0,1999.0,Unknown,Museum of Modern Art,Male,No,Ecuadorian,Unknown,1910.0
7967,Oswaldo Vigas,Print,1923.0,2014.0,Unknown,Museum of Modern Art,Male,No,Venezuelan,Unknown,1920.0
7968,Othon Coubine (or Otakar Kubin),Illustrated Book,1883.0,1969.0,Unknown,Museum of Modern Art,Male,No,Czech,Unknown,1880.0
7969,Othon Friesz,Illustrated Book,1879.0,1949.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1870.0
7970,Otis Shepard,Design,1894.0,1969.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
7971,Otl Aicher (also known as Otto Aicher),Design,1922.0,1991.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
7975,Otto Baumberger,Print,1889.0,1961.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1880.0
7976,Otto Dix,Print,1891.0,1969.0,Unknown,Nelson-Atkins Museum of Art,Male,No,German,White,1890.0
7977,Otto Eglau,Print,1917.0,1988.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1910.0
7978,Otto Freundlich,Periodical,1878.0,1943.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
7979,Otto Fried,Drawing,1922.0,0.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
7980,Otto Gleichmann,Print,1887.0,1963.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
7981,Otto Hagel,Photograph,1909.0,1974.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
7982,Otto Herbert Hajek,Drawing,1927.0,2005.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
7983,Otto L. Grever,Design,1878.0,1936.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1870.0
7984,Otto Lange,Print,1879.0,1944.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
7985,Otto Lindig,Design,1895.0,1966.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1890.0
7986,Otto Morach,Design,1887.0,1973.0,Unknown,Museum of Modern Art,Male,No,Swiss,Unknown,1880.0
7987,Otto Mueller,Painting,1874.0,1930.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1870.0
7988,Otto Natzler,Design,1908.0,2007.0,Unknown,Detroit Institute of Arts,Male,No,American,White,1900.0
7989,Otto Nebel,Drawing,1892.0,1973.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1890.0
7990,Otto Pankok,Print,1893.0,1966.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1890.0
7991,Otto Piene,Installation,1928.0,2014.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1920.0
7992,Otto Prutscher,Design,1880.0,1949.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1880.0
7993,Otto Schmidt,Photograph,1849.0,1920.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1840.0
7994,Otto Schoff,Print,1884.0,1938.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
7995,Otto Schönthal,Architecture,1878.0,1961.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1870.0
7996,Otto Soglow,Design,1900.0,1975.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1900.0
7997,Otto Steinert,Photograph,1915.0,1978.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1910.0
8000,Otto Treumann,Design,1919.0,0.0,Unknown,Museum of Modern Art,Male,No,Dutch,Unknown,1910.0
8001,Otto Von Wätjen,Print,1881.0,1942.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
8002,Otto Wagner,Architecture,1841.0,1918.0,Unknown,Museum of Modern Art,Male,No,Austrian,Unknown,1840.0
8003,Otto Wichterle,Design,1913.0,1998.0,Unknown,Museum of Modern Art,Male,No,Czech,Unknown,1910.0
8004,Otto von Kursell,Design,1884.0,1967.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
8006,Ottomar Anschütz,Photograph,1846.0,1907.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1840.0
8007,Ottomar Starke,Periodical,1886.0,1962.0,Unknown,Museum of Modern Art,Male,No,German,Unknown,1880.0
8008,Ouattara Watts,Painting,1957.0,0.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1950.0
8010,Owen F. Maclaren,Design,1906.0,1978.0,Unknown,Museum of Modern Art,Male,No,British,Unknown,1900.0
8013,P Staff,Video,1987.0,0.0,Unknown,Museum of Modern Art,Non-binary,No,British,Unknown,1980.0
8015,P. C. Helleu,Print,1859.0,1927.0,Unknown,Museum of Modern Art,Male,No,French,Unknown,1850.0
8020,P. Scott Makela,Design,1960.0,1999.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1960.0
8022,P.H. Polk,Photograph,1898.0,1984.0,Unknown,Museum of Modern Art,Male,No,American,Unknown,1890.0
8024,Pablo Burchard,Print,1875.0,1964.0,Unknown,Museum of Modern Art,Male,No,Chilean,Unknown,1870.0
8025,Pablo Gargallo,Sculpture,1881.0,1934.0,Unknown,Museum of Modern Art,Male,No,Spanish,Unknown,1880.0
8026,Pablo Lavin,Video,1948.0,0.0,Unknown,Museum of Modern Art,Male,No,Chilean,Unknown,1940.0
